"DataSet","Location_ID","DateDesc","Longitude","Latitude","labCnt"
"BM","AGO_AGO_1","None",146.6456,-32.91,165
"BM","AGO_AGO_10h","None",147.5631,-32.2037,165
"BM","AGO_AGO_10m","None",147.5631,-32.2037,165
"BM","AGO_AGO_11","None",147.5637,-32.2048,165
"BM","AGO_AGO_12","None",146.9449,-31.2373,165
"BM","AGO_AGO_13","None",146.9459,-31.2369,149
"BM","AGO_AGO_14","None",147.1149,-31.6088,165
"BM","AGO_AGO_15","None",147.1172,-31.6057,165
"BM","AGO_AGO_16","None",148.7278,-31.1723,165
"BM","AGO_AGO_17","None",148.7252,-31.1736,165
"BM","AGO_AGO_18","None",148.0936,-30.1375,150
"BM","AGO_AGO_19","None",148.0895,-30.1373,180
"BM","AGO_AGO_2","None",146.6447,-32.9121,165
"BM","AGO_AGO_20","None",147.8458,-30.0414,150
"BM","AGO_AGO_21","None",148.8458,-30.0402,165
"BM","AGO_AGO_22","None",148.0939,-30.1357,135
"BM","AGO_AGO_3","None",146.5718,-32.8529,165
"BM","AGO_AGO_4","None",146.5713,-32.8529,165
"BM","AGO_AGO_5","None",146.6411,-32.6566,165
"BM","AGO_AGO_6","None",146.6412,-32.6599,165
"BM","AGO_AGO_7","None",146.6409,-32.6578,165
"BM","AGO_AGO_8","None",147.3348,-32.2241,165
"BM","AGO_AGO_9","None",147.3359,-32.2243,164
"BM","Forrest_Forrest_1","None",142.22,-36.37,18
"BM","Forrest_Forrest_10","None",147.18,-33.2,18
"BM","Forrest_Forrest_11","None",147.17,-33.5,18
"BM","Forrest_Forrest_12","None",147.13,-32.59,18
"BM","Forrest_Forrest_13","None",147.19,-35.3,18
"BM","Forrest_Forrest_14","None",147.21,-35.2,18
"BM","Forrest_Forrest_15","None",147.28,-35.11,18
"BM","Forrest_Forrest_16","None",147.31,-34.24,18
"BM","Forrest_Forrest_17","None",147.32,-34.24,18
"BM","Forrest_Forrest_18","None",147.34,-34.23,18
"BM","Forrest_Forrest_19","None",147.19,-34.54,12
"BM","Forrest_Forrest_2","None",142.22,-36.36,12
"BM","Forrest_Forrest_20","None",147.19,-34.56,12
"BM","Forrest_Forrest_21","None",147.19,-34.55,12
"BM","Forrest_Forrest_22","None",147.2,-34.54,12
"BM","Forrest_Forrest_23","None",147.2,-34.59,12
"BM","Forrest_Forrest_24","None",138.38,-33.14,18
"BM","Forrest_Forrest_25","None",138.26,-33.14,18
"BM","Forrest_Forrest_26","None",138.35,-33.16,18
"BM","Forrest_Forrest_27","None",138.35,-33.17,18
"BM","Forrest_Forrest_28","None",138.35,-33.18,18
"BM","Forrest_Forrest_29","None",138.23,-34.24,18
"BM","Forrest_Forrest_3","None",142.14,-36.37,18
"BM","Forrest_Forrest_30","None",138.42,-34.31,13
"BM","Forrest_Forrest_31","None",138.42,-34.31,13
"BM","Forrest_Forrest_32","None",138.44,-34.31,13
"BM","Forrest_Forrest_33","None",138.44,-34.2,18
"BM","Forrest_Forrest_34","None",138.44,-34.31,18
"BM","Forrest_Forrest_35","None",138.44,-34.3,18
"BM","Forrest_Forrest_36","None",138.46,-34.36,10
"BM","Forrest_Forrest_37","None",138.52,-34.33,13
"BM","Forrest_Forrest_38","None",148.42,-33.49,18
"BM","Forrest_Forrest_39","None",148.4,-33.46,18
"BM","Forrest_Forrest_4","None",142.16,-36.4,18
"BM","Forrest_Forrest_40","None",148.4,-33.43,18
"BM","Forrest_Forrest_41","None",148.47,-33.45,18
"BM","Forrest_Forrest_42","None",148.46,-33.51,18
"BM","Forrest_Forrest_43","None",148.49,-33.49,18
"BM","Forrest_Forrest_44","None",148.58,-34.54,18
"BM","Forrest_Forrest_45","None",150.16,-31.02,10
"BM","Forrest_Forrest_46","None",149.33,-30.07,18
"BM","Forrest_Forrest_47","None",149.4,-30.08,18
"BM","Forrest_Forrest_48","None",149.41,-30.1,18
"BM","Forrest_Forrest_49","None",149.41,-30.1,18
"BM","Forrest_Forrest_5","None",142.15,-36.36,18
"BM","Forrest_Forrest_50","None",149.42,-30.13,18
"BM","Forrest_Forrest_52","None",151.07,-27.13,18
"BM","Forrest_Forrest_53","None",151.08,-27.14,18
"BM","Forrest_Forrest_54","None",151.08,-27.15,18
"BM","Forrest_Forrest_55","None",151.13,-27.11,18
"BM","Forrest_Forrest_56","None",151.23,-27.14,18
"BM","Forrest_Forrest_57","None",151.09,-27.05,18
"BM","Forrest_Forrest_58","None",151.1,-27.06,18
"BM","Forrest_Forrest_59","None",150.47,-25.41,18
"BM","Forrest_Forrest_6","None",147.06,-33.1,18
"BM","Forrest_Forrest_60","None",151.47,-25.42,18
"BM","Forrest_Forrest_7","None",147.05,-32.59,18
"BM","Forrest_Forrest_8","None",147.13,-33.4,18
"BM","Forrest_Forrest_9","None",147.14,-33.3,12
"BM","Stace_100_I2 CSIRO","None",133.2,-23.4,28
"BM","Stace_103_620 CSIRO","None",144.85,-35.35,90
"BM","Stace_106_618A CSIRO","None",145.85,-35.4167,70
"BM","Stace_120_B560 CSIRO","None",151.5167,-27.55,79
"BM","Stace_123_B561 CSIRO","None",151.5167,-27.55,79
"BM","Stace_132_A972 CSIRO","None",140.7833,-37.85,47
"BM","Stace_138_B567 CSIRO","None",140.7833,-37.85,95
"BM","Stace_140_484 Soil Con Vic","None",142.1833,-37.5667,45
"BM","Stace_142_UNE2","None",152.0333,-29.0166,60
"BM","Stace_156_P551 CSIRO","None",117.5833,-32.1667,69
"BM","Stace_163_B558 CSIRO","None",150.1666,-26.4167,83
"BM","Stace_167_I6 CSIRO","None",133.4333,-24.3,28
"BM","Stace_170_I10 CSIRO","None",131.2,-13.1,29
"BM","Stace_172_A971 CSIRO","None",140.9333,-36.9,86
"BM","Stace_177_B559 CSIRO","None",150.5833,-26.6333,103
"BM","Stace_179_485 Soil Con Vic.","None",142.8167,-37.9167,30
"BM","Stace_183_483 Soil Con Vic","None",142.0833,-37.8333,90
"BM","Stace_185_482 Soil Con Vic","None",142.0833,-37.8333,104
"BM","Stace_195_V3  Dpt. Ag Vic","None",143.6167,-35.4667,64
"BM","Stace_198_V5  Dpt. Ag Vic","None",142,-35.1333,43
"BM","Stace_202_V6 Dpt Ag Vic","None",142,-35.1333,41
"BM","Stace_204_P550 CSIRO","None",118.0833,-31.5333,24
"BM","Stace_206_P548 CSIRO","None",118.2167,-31.5,77
"BM","Stace_209_V4 Dpt Ag Vic","None",143.3833,-35.15,14
"BM","Stace_214_619 CSIRO","None",144.8667,-35.3333,73
"BM","Stace_220_V1 Dpt Ag Vic","None",145.25,-36.4333,81
"BM","Stace_224_V2 Dpt Ag Vic","None",145.25,-36.4333,66
"BM","Stace_225_481 Soil Con Vic","None",144.7833,-37.8,60
"BM","Stace_234_488 Soil Con Vic","None",142.3,-37.9833,30
"BM","Stace_236_UNE4","None",151.6333,-30.5333,60
"BM","Stace_240_UNE6","None",153.25,-30.3667,113
"BM","Stace_250_A987 CSIRO","None",137.55,-32.8667,44
"BM","Stace_255_A988 CSIRO","None",137.55,-32.8667,43
"BM","Stace_257_A985 CSIRO","None",137.5833,-32.9333,76
"BM","Stace_259_A986 CSIRO","None",137.6333,-32.9167,66
"BM","Stace_261_13 CSIRO","None",133.3667,-23.5167,28
"BM","Stace_262_14 CSIRO","None",133.8333,-23.4833,41
"BM","Stace_266_617 CSIRO","None",148.3333,-34.7167,66
"BM","Stace_268_B570 CSIRO","None",152.95,-26.6833,73
"BM","Stace_274_I1 CSIRO","None",133.7833,-23.3,28
"BM","Stace_277_I12 CSIRO","None",128.6,-15.7833,28
"BM","Stace_295_B568 CSIRO","None",152.85,-26.25,106
"BM","Stace_302_B551 CSIRO","None",151.9833,-27.4333,103
"BM","Stace_305_B564 CSIRO","None",152.4,-24.85,68
"BM","Stace_321_615 CSIRO","None",149.0667,-35.2,125
"BM","Stace_328_616 CSIRO","None",149.0833,-35.0333,73
"BM","Stace_330_B569 CSIRO","None",153.0166,-26.85,115
"BM","Stace_334_UNE1","None",152.0667,-28.9833,81
"BM","Stace_338_486 Soil Con Vic","None",141.4,-38,105
"BM","Stace_347_UNE3","None",151.6333,-30.5333,58
"BM","Stace_361_B562 CSIRO","None",153.0167,-26.85,102
"BM","Stace_388_UNE5","None",152.5,-30.5,58
"BM","Stace_394_B563 CSIRO","None",153.0167,-26.85,31
"BM","Stace_397_B565 CSIRO","None",152.35,-24.7667,64
"BM","Stace_401_UNE7","None",153.0333,-28.8167,34
"BM","Stace_403_UNE8","None",153.0333,-28.8167,35
"BM","Stace_42_I5 CSIRO","None",133.2333,-24.5167,7
"BM","Stace_44_I14 CSIRO","None",128.75,-15.7833,8
"BM","Stace_55_I7 CSIRO","None",133.6833,-23.9833,22
"BM","Stace_57_A983 CSIRO","None",137.6833,-32.9167,53
"BM","Stace_62_A984 CSIRO","None",137.6833,-32.9167,37
"BM","Stace_64_A989 CSIRO","None",137.5333,-32.85,36
"BM","Stace_68_A990 CSIRO","None",137.5333,-32.85,29
"BM","Stace_70_A992 CSIRO","None",137.75,-32.55,47
"BM","Stace_83_I11 CSIRO","None",128.7667,-15.6,28
"BM","Stace_88_B554 CSIRO","None",150.6,-26.7167,87
"BM","Stace_91_B555 CSIRO","None",150.6,-26.7167,62
"BM","Stace_93_A978 CSIRO","None",142.3,-36.7,79
"BM","Stace_96_V7 DAg.Vic","None",143.55,-35.25,71
"BM","Stace_98_B553 CSIRO","None",151.3667,-27.4333,63
"BM","UC_UC_1","None",149.1442,-32.5886,80
"BM","UC_UC_10","None",149.152,-31.5652,32
"BM","UC_UC_11","None",149.1231,-31.5106,64
"BM","UC_UC_2","None",149.1417,-31.3257,48
"BM","UC_UC_3b","None",149.1116,-31.3791,64
"BM","UC_UC_4","None",149.2925,-31.3644,48
"BM","UC_UC_5","None",149.252,-31.3844,64
"BM","UC_UC_7","None",149.2413,-31.3908,80
"BM","UC_UC_8","None",149.2413,-31.3908,27
"BM","UC_UC_9","None",149.1147,-31.5342,80
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R001_2007-02-15","01-01-2008",120.1521,-33.6122,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R002_2007-02-15","01-01-2008",120.1505,-33.6097,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R003_2007-02-15","01-01-2008",120.1496,-33.6104,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R004_2007-03-14","01-01-2008",120.0174,-33.4453,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R005_2007-03-14","01-01-2008",119.9962,-33.4648,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R006_2007-03-14","01-01-2008",119.994,-33.4607,19
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R007_2007-03-15","01-01-2008",119.9826,-33.4764,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R008_2007-03-15","01-01-2008",119.9859,-33.485,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R009_2007-03-15","01-01-2008",120.0119,-33.4871,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R010_2007-03-15","01-01-2008",120.0388,-33.5108,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R011_2007-03-16","01-01-2008",120.1126,-33.5422,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R012_2007-03-16","01-01-2008",120.107,-33.5357,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R013_2007-03-16","01-01-2008",120.0922,-33.5374,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R014_2007-03-17","01-01-2008",120.06,-33.522,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R015_2007-03-17","01-01-2008",120.0608,-33.524,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R016_2007-03-17","01-01-2008",120.0752,-33.533,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R017_2007-03-19","01-01-2008",120.0295,-33.455,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R018_2007-03-19","01-01-2008",120.0529,-33.4839,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R019_2007-03-19","01-01-2008",120.0608,-33.4973,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R020_2007-03-19","01-01-2008",120.0955,-33.5225,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R021_2007-03-20","01-01-2008",120.1168,-33.5373,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R022_2007-03-20","01-01-2008",120.1173,-33.5369,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R023_2007-03-20","01-01-2008",120.1228,-33.5407,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R024_2007-03-20","01-01-2008",120.1174,-33.5347,15
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R025_2007-03-20","01-01-2008",120.1167,-33.5456,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R026_2007-03-21","01-01-2008",120.099,-33.5279,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R027_2007-03-21","01-01-2008",120.099,-33.5284,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R028_2007-03-21","01-01-2008",120.1064,-33.5273,15
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R029_2007-03-21","01-01-2008",120.1289,-33.5624,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R030_2007-03-22","01-01-2008",120.1018,-33.5247,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R031_2007-03-22","01-01-2008",120.0787,-33.5224,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R032_2007-03-22","01-01-2008",120.0734,-33.5226,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R033_2007-03-22","01-01-2008",120.0467,-33.5084,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R034_2007-03-22","01-01-2008",120.0439,-33.5075,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R035_2007-03-23","01-01-2008",120.0974,-33.5375,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R036_2007-03-23","01-01-2008",120.1486,-33.5699,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R037_2007-03-23","01-01-2008",120.1476,-33.5716,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R038_2007-04-18","01-01-2008",120.1227,-33.5951,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R039_2007-04-18","01-01-2008",120.1302,-33.6085,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R040_2007-04-18","01-01-2008",120.1363,-33.6093,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R041_2007-04-18","01-01-2008",120.1446,-33.6053,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R042_2007-04-18","01-01-2008",120.1447,-33.6064,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R043_2007-04-19","01-01-2008",120.1432,-33.6065,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R044_2007-04-19","01-01-2008",120.1427,-33.6051,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R045_2007-04-19","01-01-2008",120.1419,-33.605,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R046_2007-04-19","01-01-2008",120.1377,-33.6065,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R047_2007-04-20","01-01-2008",120.2941,-33.6895,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R048_2007-04-20","01-01-2008",120.2952,-33.6894,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R049_2007-04-20","01-01-2008",120.2909,-33.6981,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R050_2007-04-20","01-01-2008",120.2972,-33.6983,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R051_2007-04-20","01-01-2008",120.3035,-33.7072,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R052_2007-04-21","01-01-2008",120.2951,-33.7296,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R053_2007-04-21","01-01-2008",120.2914,-33.7166,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R054_2007-04-21","01-01-2008",120.3016,-33.7163,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R055_2007-04-21","01-01-2008",120.291,-33.7067,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R056_2007-04-22","01-01-2008",120.28,-33.6652,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R057_2007-04-22","01-01-2008",120.2805,-33.6629,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R058_2007-04-22","01-01-2008",120.2743,-33.6605,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R059_2007-04-22","01-01-2008",120.2787,-33.6627,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R060_2007-04-22","01-01-2008",120.2614,-33.6442,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R061_2007-04-23","01-01-2008",120.1433,-33.587,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R062_2007-04-23","01-01-2008",120.147,-33.5847,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R063_2007-04-23","01-01-2008",120.1467,-33.5855,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R064_2007-04-23","01-01-2008",120.164,-33.6028,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R065_2007-04-23","01-01-2008",120.1608,-33.6048,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R066_2007-04-23","01-01-2008",120.16,-33.6049,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R067_2007-04-24","01-01-2008",120.1795,-33.6188,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R068_2007-04-24","01-01-2008",120.1799,-33.6199,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R069_2007-04-24","01-01-2008",120.1829,-33.6222,15
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R070_2007-04-24","01-01-2008",120.1825,-33.6207,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R071_2007-04-24","01-01-2008",120.1938,-33.6184,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R072_2007-04-24","01-01-2008",120.1927,-33.6282,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R073_2007-04-25","01-01-2008",120.1538,-33.6307,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R074_2007-04-26","01-01-2008",120.1314,-33.6125,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R075_2007-04-26","01-01-2008",120.1351,-33.6146,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R076_2007-04-26","01-01-2008",120.1597,-33.6254,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R077_2007-04-26","01-01-2008",120.1743,-33.6386,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R078_2007-04-26","01-01-2008",120.1773,-33.637,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R079_2007-05-23","01-01-2008",120.2534,-33.641,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R080_2007-05-23","01-01-2008",120.2458,-33.6481,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R081_2007-05-23","01-01-2008",120.2448,-33.647,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R082_2007-05-23","01-01-2008",120.2442,-33.6427,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R083_2007-05-23","01-01-2008",120.2314,-33.6521,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R084_2007-05-23","01-01-2008",120.2328,-33.6495,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R085_2007-05-24","01-01-2008",120.4005,-33.6648,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R086_2007-05-24","01-01-2008",120.4035,-33.6689,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R087_2007-05-24","01-01-2008",120.3999,-33.6687,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R088_2007-05-24","01-01-2008",120.4038,-33.672,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R089_2007-05-24","01-01-2008",120.4031,-33.6723,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R090_2007-05-25","01-01-2008",120.3658,-33.6907,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R091_2007-05-25","01-01-2008",120.3734,-33.6972,15
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R092_2007-05-25","01-01-2008",120.3749,-33.6959,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R093_2007-05-25","01-01-2008",120.1906,-33.6373,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R094_2007-05-26","01-01-2008",120.2031,-33.6372,17
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R095_2007-05-26","01-01-2008",120.2035,-33.6388,18
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R096_2007-05-26","01-01-2008",120.2126,-33.6373,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R097_2007-05-26","01-01-2008",120.2146,-33.6373,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R098_2007-05-26","01-01-2008",120.215,-33.6365,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R099_2007-05-26","01-01-2008",120.2231,-33.6363,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R100_2007-05-27","01-01-2008",120.2252,-33.6574,15
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R101_2007-05-27","01-01-2008",120.2273,-33.66,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R102_2007-05-27","01-01-2008",120.2253,-33.6663,16
"Biological_Survey_of_the_Ravensthorpe_Range-Phase_1","Biological Survey of the Ravensthorpe Range (Phase 1)_R103_2007-05-27","01-01-2008",120.223,-33.6711,17
