"DataSet","Location_ID","DateDesc","Longitude","Latitude","labCnt"
"NatSoil","301_DLR_1320_1","04-08-1992",145.8042,-19.0467,15
"NatSoil","301_DLR_1321_1","04-08-1992",145.8119,-19.0608,3
"NatSoil","301_DLR_1322_1","05-08-1992",145.7503,-19.1,15
"NatSoil","301_DLR_1323_1","05-08-1992",145.7364,-19.1061,3
"NatSoil","301_DLR_1324_1","05-08-1992",145.7036,-19.1117,3
"NatSoil","301_DLR_1325_1","05-08-1992",145.7033,-19.0867,15
"NatSoil","301_DLR_1326_1","05-08-1992",145.6939,-19.0375,3
"NatSoil","301_DLR_1328_1","05-08-1992",145.7106,-19.0072,15
"NatSoil","301_DLR_1329_1","05-08-1992",145.7169,-19.0003,15
"NatSoil","301_DLR_133_1","04-09-1990",145.0236,-20.1764,15
"NatSoil","301_DLR_1331_1","06-08-1992",145.6856,-19.0094,4
"NatSoil","301_DLR_1332_1","06-08-1992",145.66,-19.0322,3
"NatSoil","301_DLR_1334_1","06-08-1992",145.6167,-19.0786,21
"NatSoil","301_DLR_1335_1","06-08-1992",145.6081,-19.0969,15
"NatSoil","301_DLR_1336_1","06-08-1992",145.6114,-19.0983,3
"NatSoil","301_DLR_1337_1","07-08-1992",145.805,-19.1067,15
"NatSoil","301_DLR_1338_1","07-08-1992",145.8117,-19.0981,5
"NatSoil","301_DLR_1339_1","07-08-1992",145.9183,-19.1625,14
"NatSoil","301_DLR_134_1","04-09-1990",144.9972,-20.1514,27
"NatSoil","301_DLR_1340_1","07-08-1992",145.925,-19.2011,15
"NatSoil","301_DLR_1345_1","18-08-1992",145.4431,-20.4017,3
"NatSoil","301_DLR_1347_1","12-08-1992",145.4303,-20.0606,4
"NatSoil","301_DLR_1348_1","12-08-1992",145.3953,-20.0664,3
"NatSoil","301_DLR_135_1","05-09-1990",145.5194,-20.5736,19
"NatSoil","301_DLR_1350_1","13-08-1992",145.3597,-20.4958,15
"NatSoil","301_DLR_1351_1","13-08-1992",145.2981,-20.475,2
"NatSoil","301_DLR_1353_1","13-08-1992",145.2253,-20.4222,13
"NatSoil","301_DLR_1356_1","13-08-1992",145.0233,-20.3481,13
"NatSoil","301_DLR_1357_1","13-08-1992",145.025,-20.35,2
"NatSoil","301_DLR_1358_1","18-08-1992",145.4892,-20.4408,1
"NatSoil","301_DLR_136_1","05-09-1990",145.5333,-20.575,21
"NatSoil","301_DLR_1360_1","18-08-1992",145.4036,-20.3264,15
"NatSoil","301_DLR_1362_1","18-08-1992",145.3597,-20.2811,3
"NatSoil","301_DLR_1363_1","19-08-1992",145.3067,-20.4117,3
"NatSoil","301_DLR_1364_1","19-08-1992",145.2733,-20.3317,9
"NatSoil","301_DLR_1366_1","19-08-1992",145.4497,-20.2011,1
"NatSoil","301_DLR_1368_1","19-08-1992",145.39,-20.3878,1
"NatSoil","301_DLR_1369_1","19-08-1992",145.3964,-20.4064,15
"NatSoil","301_DLR_137_1","05-09-1990",145.6022,-20.6111,27
"NatSoil","301_DLR_1370_1","20-08-1992",145.4378,-20.4597,2
"NatSoil","301_DLR_1371_1","20-08-1992",145.4414,-20.3669,9
"NatSoil","301_DLR_1372_1","20-08-1992",145.3378,-20.4186,4
"NatSoil","301_DLR_1374_1","20-08-1992",145.0783,-20.2453,3
"NatSoil","301_DLR_1377_1","20-08-1992",145.0453,-20.1775,3
"NatSoil","301_DLR_1379_1","20-08-1992",145.0747,-20.1647,15
"NatSoil","301_DLR_138_1","05-09-1990",145.6028,-20.6139,38
"NatSoil","301_DLR_1380_1","20-08-1992",145.1286,-20.1575,2
"NatSoil","301_DLR_1382_1","21-08-1992",145.2331,-20.1033,3
"NatSoil","301_DLR_1383_1","21-08-1992",145.2169,-20.095,3
"NatSoil","301_DLR_1384_1","21-08-1992",145.0803,-20.0061,3
"NatSoil","301_DLR_1385_1","21-08-1992",145.0925,-20.035,3
"NatSoil","301_DLR_139_1","05-09-1990",145.7556,-20.7347,36
"NatSoil","301_DLR_1391_1","14-09-1992",145.9564,-20.1272,3
"NatSoil","301_DLR_1393_1","14-09-1992",145.9511,-20.0408,4
"NatSoil","301_DLR_1394_1","14-09-1992",145.9475,-20.0431,2
"NatSoil","301_DLR_1395_1","14-09-1992",145.9456,-20.0536,3
"NatSoil","301_DLR_1398_1","15-09-1992",145.835,-20.1436,1
"NatSoil","301_DLR_14_1","22-06-1990",146.6228,-20.1278,21
"NatSoil","301_DLR_140_1","05-09-1990",145.9764,-20.9847,20
"NatSoil","301_DLR_1400_1","15-09-1992",145.8628,-20.1436,3
"NatSoil","301_DLR_1406_1","15-09-1992",145.6581,-20.4933,16
"NatSoil","301_DLR_1407_1","16-09-1992",145.9742,-20.2114,4
"NatSoil","301_DLR_1409_1","16-09-1992",145.9617,-20.34,15
"NatSoil","301_DLR_141_1","05-09-1990",146.1861,-20.9097,27
"NatSoil","301_DLR_1410_1","16-09-1992",145.9658,-20.3547,3
"NatSoil","301_DLR_1412_1","16-09-1992",145.6281,-20.2975,4
"NatSoil","301_DLR_1416_1","17-09-1992",145.5761,-20.2336,15
"NatSoil","301_DLR_1417_1","17-09-1992",145.5992,-20.3433,10
"NatSoil","301_DLR_1419_1","17-09-1992",145.5939,-20.3631,2
"NatSoil","301_DLR_142_1","05-09-1990",146.3111,-20.5972,35
"NatSoil","301_DLR_1421_1","17-09-1992",145.5514,-20.3917,14
"NatSoil","301_DLR_1424_1","18-09-1992",145.7764,-20.4644,1
"NatSoil","301_DLR_1425_1","18-09-1992",145.7906,-20.4575,3
"NatSoil","301_DLR_1426_1","18-09-1992",145.7319,-20.4372,1
"NatSoil","301_DLR_1428_1","18-09-1992",145.7017,-20.3972,1
"NatSoil","301_DLR_143_1","06-09-1990",145.1028,-18.9472,21
"NatSoil","301_DLR_1430_1","29-09-1992",145.7733,-20.5125,2
"NatSoil","301_DLR_1432_1","29-09-1992",145.8183,-20.5761,16
"NatSoil","301_DLR_1434_1","30-09-1992",145.9394,-20.8247,2
"NatSoil","301_DLR_1435_1","30-09-1992",145.9117,-20.8417,15
"NatSoil","301_DLR_1436_1","30-09-1992",145.9114,-20.8414,15
"NatSoil","301_DLR_1437_1","30-09-1992",145.8717,-20.8636,3
"NatSoil","301_DLR_1438_1","30-09-1992",145.8547,-20.8739,2
"NatSoil","301_DLR_1439_1","30-09-1992",145.9208,-20.8386,1
"NatSoil","301_DLR_144_1","06-09-1990",145.1139,-18.9458,26
"NatSoil","301_DLR_1441_1","30-09-1992",145.9772,-20.8708,2
"NatSoil","301_DLR_1442_1","30-09-1992",145.9786,-20.8194,15
"NatSoil","301_DLR_1445_1","01-10-1992",145.9481,-20.7806,2
"NatSoil","301_DLR_1446_1","01-10-1992",145.9478,-20.7803,15
"NatSoil","301_DLR_1447_1","01-10-1992",145.9319,-20.7419,15
"NatSoil","301_DLR_1448_1","01-10-1992",145.9333,-20.7333,1
"NatSoil","301_DLR_1449_1","01-10-1992",145.9333,-20.7333,1
"NatSoil","301_DLR_145_1","06-09-1990",145.1972,-18.9236,22
"NatSoil","301_DLR_1450_1","01-10-1992",145.9397,-20.6939,4
"NatSoil","301_DLR_1452_1","01-10-1992",145.9417,-20.6772,2
"NatSoil","301_DLR_1457_1","01-10-1992",145.9306,-20.5781,3
"NatSoil","301_DLR_1459_1","01-10-1992",145.9386,-20.5728,2
"NatSoil","301_DLR_146_1","06-09-1990",145.5667,-18.8931,20
"NatSoil","301_DLR_1463_1","12-10-1992",145.7656,-20.6053,2
"NatSoil","301_DLR_147_1","06-09-1990",145.5681,-18.8958,25
"NatSoil","301_DLR_1471_1","13-10-1992",145.5933,-20.5214,3
"NatSoil","301_DLR_1472_1","13-10-1992",145.6122,-20.5275,2
"NatSoil","301_DLR_1474_1","13-10-1992",145.6436,-20.5106,1
"NatSoil","301_DLR_1476_1","14-12-1992",145.7658,-20.7514,1
"NatSoil","301_DLR_1479_1","14-10-1992",145.6881,-20.8253,3
"NatSoil","301_DLR_148_1","07-09-1990",145.6806,-18.9347,26
"NatSoil","301_DLR_1484_1","15-10-1992",145.7753,-20.7425,2
"NatSoil","301_DLR_1485_1","15-10-1992",145.7917,-20.7228,3
"NatSoil","301_DLR_1489_1","15-10-1992",145.8253,-20.8894,1
"NatSoil","301_DLR_149_1","07-09-1990",145.6819,-18.9333,26
"NatSoil","301_DLR_1490_1","15-10-1992",145.7161,-20.7486,1
"NatSoil","301_DLR_1494_1","26-10-1992",145.6503,-20.69,2
"NatSoil","301_DLR_1495_1","26-10-1992",145.6233,-20.6892,4
"NatSoil","301_DLR_1498_1","27-10-1992",145.8125,-20.9994,4
"NatSoil","301_DLR_15_1","25-06-1990",146.9206,-20.3944,16
"NatSoil","301_DLR_150_1","07-09-1990",145.6875,-18.9472,20
"NatSoil","301_DLR_1500_1","17-09-1992",145.5656,-20.2261,1
"NatSoil","301_DLR_1501_1","17-09-1992",145.5822,-20.2586,1
"NatSoil","301_DLR_1504_1","12-10-1992",145.7547,-20.6064,4
"NatSoil","301_DLR_1505_1","12-10-1992",145.7844,-20.61,3
"NatSoil","301_DLR_151_1","17-09-1990",146.3186,-20.6028,32
"NatSoil","301_DLR_1510_1","13-10-1992",145.5711,-20.5919,4
"NatSoil","301_DLR_1511_1","13-10-1992",145.6019,-20.5992,3
"NatSoil","301_DLR_1513_1","13-10-1992",145.6511,-20.6125,4
"NatSoil","301_DLR_1515_1","13-10-1992",145.6792,-20.5978,3
"NatSoil","301_DLR_152_1","17-09-1990",146.4583,-20.5764,20
"NatSoil","301_DLR_1520_1","13-10-1992",145.6692,-20.6586,3
"NatSoil","301_DLR_1521_1","14-10-1992",145.6839,-20.6844,15
"NatSoil","301_DLR_1523_1","14-10-1992",145.7486,-20.7692,4
"NatSoil","301_DLR_1524_1","14-10-1992",145.7083,-20.8056,4
"NatSoil","301_DLR_1526_1","14-10-1992",145.6481,-20.8633,4
"NatSoil","301_DLR_1528_1","14-10-1992",145.7525,-20.9211,15
"NatSoil","301_DLR_153_1","17-09-1990",146.5431,-20.5542,28
"NatSoil","301_DLR_1530_1","15-10-1992",145.7861,-20.7333,3
"NatSoil","301_DLR_1531_1","15-10-1992",145.8025,-20.7181,4
"NatSoil","301_DLR_1532_1","15-10-1992",145.8306,-20.6906,16
"NatSoil","301_DLR_1538_1","16-10-1992",145.5436,-20.6325,3
"NatSoil","301_DLR_154_1","17-09-1990",146.6444,-20.6861,15
"NatSoil","301_DLR_1543_1","27-10-1992",145.9294,-20.9722,10
"NatSoil","301_DLR_1545_1","27-10-1992",145.9092,-20.9417,3
"NatSoil","301_DLR_1546_1","27-10-1992",145.9167,-20.9361,15
"NatSoil","301_DLR_1547_1","27-10-1992",145.9275,-20.9286,3
"NatSoil","301_DLR_1549_1","28-10-1992",145.355,-20.6078,3
"NatSoil","301_DLR_155_1","18-09-1990",146.8444,-20.8111,20
"NatSoil","301_DLR_1551_1","28-10-1992",145.39,-20.6639,16
"NatSoil","301_DLR_1552_1","27-10-1992",145.4056,-20.7006,16
"NatSoil","301_DLR_1558_1","28-10-1992",145.3794,-20.8058,4
"NatSoil","301_DLR_156_1","18-09-1990",146.8014,-20.6528,19
"NatSoil","301_DLR_1563_1","29-10-1992",145.3347,-20.5586,5
"NatSoil","301_DLR_1565_1","29-10-1992",145.2994,-20.5297,15
"NatSoil","301_DLR_1567_1","29-10-1992",145.3136,-20.5431,1
"NatSoil","301_DLR_1569_1","29-10-1992",145.3503,-20.5469,15
"NatSoil","301_DLR_157_1","18-09-1990",146.7931,-20.5853,43
"NatSoil","301_DLR_1570_1","29-10-1992",145.3614,-20.5575,15
"NatSoil","301_DLR_1571_1","19-10-1992",145.3328,-20.6044,23
"NatSoil","301_DLR_1573_1","30-10-1992",145.6006,-20.0244,4
"NatSoil","301_DLR_1574_1","30-10-1992",145.5931,-20.0364,15
"NatSoil","301_DLR_1576_1","30-10-1992",145.4678,-20.1119,1
"NatSoil","301_DLR_1578_1","30-10-1992",145.5228,-20.0792,2
"NatSoil","301_DLR_1579_1","30-10-1992",145.5114,-20.1017,3
"NatSoil","301_DLR_158_1","18-08-1990",146.7847,-20.5083,15
"NatSoil","301_DLR_159_1","19-09-1990",145.9361,-19.7519,14
"NatSoil","301_DLR_16_1","25-06-1990",146.9186,-20.3889,30
"NatSoil","301_DLR_160_1","19-09-1990",145.8875,-19.7861,26
"NatSoil","301_DLR_1600_1","01-02-1993",145.9128,-19.2528,69
"NatSoil","301_DLR_1601_1","01-01-1993",145.8714,-19.0903,52
"NatSoil","301_DLR_1602_1","01-02-1993",145.7525,-19.1006,38
"NatSoil","301_DLR_1603_1","02-02-1993",145.7386,-19.5261,92
"NatSoil","301_DLR_1604_1","02-02-1993",145.8067,-19.4808,38
"NatSoil","301_DLR_1605_1","02-02-1993",145.8139,-19.9117,62
"NatSoil","301_DLR_1606_1","02-02-1993",145.6556,-19.9719,49
"NatSoil","301_DLR_1607_1","02-02-1993",145.7358,-19.9331,61
"NatSoil","301_DLR_161_1","19-09-1990",145.8056,-19.8111,26
"NatSoil","301_DLR_162_1","19-09-1990",145.6042,-19.8431,15
"NatSoil","301_DLR_163_1","19-09-1990",145.35,-19.7833,13
"NatSoil","301_DLR_164_1","19-09-1990",144.9611,-19.8972,24
"NatSoil","301_DLR_165_1","20-09-1990",144.7972,-19.5514,25
"NatSoil","301_DLR_1654_1","28-04-1993",145.3278,-19.6372,20
"NatSoil","301_DLR_166_1","20-09-1990",144.7444,-19.5778,28
"NatSoil","301_DLR_167_1","21-09-1990",144.7903,-19.4458,21
"NatSoil","301_DLR_168_1","21-09-1990",144.7847,-18.5144,18
"NatSoil","301_DLR_169_1","21-09-1990",144.8667,-18.5144,18
"NatSoil","301_DLR_17_1","25-06-1990",146.9153,-20.3861,27
"NatSoil","301_DLR_170_1","21-09-1990",144.9375,-18.6111,26
"NatSoil","301_DLR_172_1","08-10-1990",145.6583,-19.6778,26
"NatSoil","301_DLR_174_1","08-10-1990",145.3458,-19.3847,16
"NatSoil","301_DLR_175_1","09-10-1990",145.0028,-19.0014,16
"NatSoil","301_DLR_176_1","09-10-1990",144.9519,-19.0611,16
"NatSoil","301_DLR_177_1","09-10-1990",144.8978,-19.1542,21
"NatSoil","301_DLR_178_1","09-10-1990",144.7972,-19.2639,19
"NatSoil","301_DLR_179_1","09-10-1990",144.8347,-19.2319,15
"NatSoil","301_DLR_18_1","25-06-1990",146.9222,-20.3764,22
"NatSoil","301_DLR_180_1","10-10-1990",144.9681,-18.9278,28
"NatSoil","301_DLR_181_1","10-10-1990",144.9514,-18.9111,13
"NatSoil","301_DLR_182_1","10-10-1990",144.8972,-18.8936,20
"NatSoil","301_DLR_183_1","10-10-1990",144.8139,-18.7167,19
"NatSoil","301_DLR_184_1","23-07-1990",145.7681,-19.9792,3
"NatSoil","301_DLR_185_1","24-07-1990",146.1014,-19.8736,14
"NatSoil","301_DLR_186_1","25-07-1990",146.0042,-19.8708,14
"NatSoil","301_DLR_187_1","07-08-1990",146.2222,-20.5236,10
"NatSoil","301_DLR_188_1","08-08-1990",146.1681,-20.9389,13
"NatSoil","301_DLR_189_1","17-09-1990",146.3186,-20.6028,3
"NatSoil","301_DLR_19_1","26-06-1990",146.95,-20.1236,19
"NatSoil","301_DLR_190_1","19-09-1990",145.8875,-19.7861,3
"NatSoil","301_DLR_191_1","03-04-1991",146.4747,-19.9789,10
"NatSoil","301_DLR_192_1","03-04-1991",146.7336,-20.0111,8
"NatSoil","301_DLR_193_1","08-04-1991",146.5678,-19.9233,8
"NatSoil","301_DLR_194_1","08-04-1991",146.5686,-19.9317,8
"NatSoil","301_DLR_195_1","08-04-1991",146.5742,-19.9508,9
"NatSoil","301_DLR_196_1","08-04-1991",146.5861,-20.0339,10
"NatSoil","301_DLR_197_1","08-04-1991",146.5867,-20.0383,7
"NatSoil","301_DLR_198_1","08-04-1991",146.585,-20.0036,9
"NatSoil","301_DLR_199_1","09-04-1991",146.5822,-19.9567,10
"NatSoil","301_DLR_2_1","17-04-1990",146.3278,-19.7319,27
"NatSoil","301_DLR_20_1","26-06-1990",146.9681,-20.1306,15
"NatSoil","301_DLR_200_1","09-04-1991",146.5933,-19.9761,9
"NatSoil","301_DLR_201_1","09-04-1991",146.5956,-19.9811,22
"NatSoil","301_DLR_202_1","09-04-1991",146.5914,-19.9817,9
"NatSoil","301_DLR_203_1","09-04-1991",146.585,-20.0122,11
"NatSoil","301_DLR_204_1","09-04-1991",146.6083,-20.07,12
"NatSoil","301_DLR_205_1","09-04-1991",146.5997,-20.0517,17
"NatSoil","301_DLR_206_1","10-04-1991",146.6164,-20.0825,11
"NatSoil","301_DLR_207_1","10-04-1991",146.6256,-20.0789,9
"NatSoil","301_DLR_208_1","09-04-1991",146.5939,-20.1225,10
"NatSoil","301_DLR_209_1","09-04-1991",146.59,-20.1103,7
"NatSoil","301_DLR_21_1","26-06-1990",146.9883,-20.1444,20
"NatSoil","301_DLR_210_1","10-04-1991",146.6486,-20.0586,3
"NatSoil","301_DLR_211_1","11-04-1991",146.8808,-20.0906,12
"NatSoil","301_DLR_212_1","11-04-1991",146.9044,-20.07,8
"NatSoil","301_DLR_213_1","11-04-1991",146.9033,-20.0542,10
"NatSoil","301_DLR_214_1","11-04-1991",146.8536,-20.0633,11
"NatSoil","301_DLR_215_1","11-04-1991",146.7786,-20.0664,9
"NatSoil","301_DLR_217_1","12-04-1991",146.8764,-20.2639,9
"NatSoil","301_DLR_218_1","12-04-1991",146.875,-20.2611,11
"NatSoil","301_DLR_219_1","12-04-1991",146.8792,-20.3114,7
"NatSoil","301_DLR_22_1","26-06-1990",146.9861,-20.1486,22
"NatSoil","301_DLR_220_1","12-04-1991",146.8908,-20.3358,10
"NatSoil","301_DLR_221_1","12-04-1991",146.9344,-20.3719,9
"NatSoil","301_DLR_222_1","03-06-1991",146.7203,-19.9864,9
"NatSoil","301_DLR_223_1","03-06-1991",146.6978,-20.0083,9
"NatSoil","301_DLR_224_1","03-06-1991",146.6983,-20.045,8
"NatSoil","301_DLR_225_1","03-06-1991",146.5944,-19.8514,9
"NatSoil","301_DLR_226_1","04-06-1991",146.6503,-19.9275,9
"NatSoil","301_DLR_227_1","04-06-1991",146.8106,-20.0633,8
"NatSoil","301_DLR_228_1","04-06-1991",146.8858,-20.0308,9
"NatSoil","301_DLR_229_1","05-06-1991",146.8517,-20.24,9
"NatSoil","301_DLR_23_1","27-06-1990",147.0944,-20.6117,21
"NatSoil","301_DLR_230_1","05-06-1991",146.8156,-20.2386,7
"NatSoil","301_DLR_231_1","05-06-1991",146.7989,-20.2328,10
"NatSoil","301_DLR_2327_1","03-10-1994",146.1369,-19.4714,22
"NatSoil","301_DLR_2328_1","04-08-1994",146.8033,-20.5547,21
"NatSoil","301_DLR_2329_1","24-10-1994",145.5453,-18.7706,8
"NatSoil","301_DLR_233_1","06-06-1991",146.8397,-20.14,9
"NatSoil","301_DLR_2330_1","24-10-1994",145.4939,-18.6661,7
"NatSoil","301_DLR_2331_1","25-10-1994",145.4664,-18.6314,8
"NatSoil","301_DLR_2332_1","25-10-1994",145.4658,-18.66,9
"NatSoil","301_DLR_2333_1","25-10-1994",145.4256,-18.7983,8
"NatSoil","301_DLR_2334_1","25-10-1994",145.3622,-18.7447,6
"NatSoil","301_DLR_2335_1","25-10-1994",145.3333,-18.7144,6
"NatSoil","301_DLR_2336_1","25-10-1994",145.2672,-18.6694,7
"NatSoil","301_DLR_2337_1","26-10-1994",145.2889,-18.5081,9
"NatSoil","301_DLR_2338_1","26-10-1994",145.2828,-18.5461,7
"NatSoil","301_DLR_2339_1","26-10-1994",145.2853,-18.5594,7
"NatSoil","301_DLR_234_1","06-06-1991",146.8206,-20.1536,8
"NatSoil","301_DLR_2340_1","26-10-1994",145.285,-18.5781,7
"NatSoil","301_DLR_2341_1","26-10-1994",145.1572,-18.6406,6
"NatSoil","301_DLR_2342_1","26-10-1994",145.0456,-18.7611,6
"NatSoil","301_DLR_2343_1","26-10-1994",145.0333,-18.8142,6
"NatSoil","301_DLR_2344_1","26-10-1994",145.0175,-18.8697,6
"NatSoil","301_DLR_2345_1","26-10-1992",144.9811,-18.9906,1
"NatSoil","301_DLR_2346_1","27-10-1994",144.7522,-18.5286,7
"NatSoil","301_DLR_2347_1","27-10-1994",144.8331,-18.5189,6
"NatSoil","301_DLR_2348_1","27-10-1994",144.9794,-18.5669,8
"NatSoil","301_DLR_2349_1","27-10-1994",144.9836,-18.5664,6
"NatSoil","301_DLR_235_1","06-06-1991",146.7942,-20.1789,9
"NatSoil","301_DLR_2350_1","24-10-1994",145.5469,-18.7819,8
"NatSoil","301_DLR_2351_1","24-10-1994",145.49,-18.6708,6
"NatSoil","301_DLR_2352_1","25-10-1994",145.4717,-18.6322,7
"NatSoil","301_DLR_2353_1","25-10-1994",145.4158,-18.7875,6
"NatSoil","301_DLR_2355_1","25-10-1994",145.2708,-18.6747,7
"NatSoil","301_DLR_2356_1","25-10-1994",145.175,-18.6339,8
"NatSoil","301_DLR_2357_1","26-10-1994",145.2947,-18.4717,6
"NatSoil","301_DLR_2358_1","26-10-1994",145.2928,-18.5144,8
"NatSoil","301_DLR_2359_1","26-10-1994",145.2883,-18.5711,8
"NatSoil","301_DLR_236_1","06-06-1991",146.7842,-20.2231,10
"NatSoil","301_DLR_2360_1","26-10-1994",145.1683,-18.6386,7
"NatSoil","301_DLR_2361_1","26-10-1994",145.0394,-18.7925,9
"NatSoil","301_DLR_2362_1","26-10-1994",145.0267,-18.8364,7
"NatSoil","301_DLR_2363_1","26-10-1994",144.98,-18.9256,8
"NatSoil","301_DLR_2364_1","27-10-1994",144.76,-18.3664,7
"NatSoil","301_DLR_2365_1","27-10-1994",144.7311,-18.7439,7
"NatSoil","301_DLR_2366_1","27-10-1994",144.8514,-18.7772,8
"NatSoil","301_DLR_2367_1","27-10-1994",144.8514,-18.7767,8
"NatSoil","301_DLR_2368_1","27-10-1994",144.8672,-18.8472,7
"NatSoil","301_DLR_2369_1","27-10-1994",144.8986,-18.8725,7
"NatSoil","301_DLR_237_1","06-06-1991",146.7006,-20.1811,11
"NatSoil","301_DLR_2370_1","28-10-1994",145.1656,-18.9028,7
"NatSoil","301_DLR_2371_1","28-10-1994",145.2358,-18.9347,7
"NatSoil","301_DLR_2372_1","28-10-1994",145.2819,-18.9236,7
"NatSoil","301_DLR_2373_1","28-10-1994",145.4242,-18.8586,9
"NatSoil","301_DLR_2376_1","27-10-1994",144.8356,-18.9911,6
"NatSoil","301_DLR_2377_1","27-10-1994",144.9086,-18.9942,6
"NatSoil","301_DLR_2379_1","28-10-1994",145.2139,-18.9375,6
"NatSoil","301_DLR_238_1","06-06-1991",146.7311,-20.2022,9
"NatSoil","301_DLR_2380_1","27-10-1994",145.2711,-18.9272,6
"NatSoil","301_DLR_2381_1","27-10-1994",145.3333,-18.8886,6
"NatSoil","301_DLR_2382_1","27-10-1994",145.3986,-18.8628,6
"NatSoil","301_DLR_2383_1","24-10-1994",145.5528,-18.8364,7
"NatSoil","301_DLR_239_1","06-06-1991",146.7617,-20.2217,9
"NatSoil","301_DLR_24_1","27-06-1990",147.1486,-20.6319,21
"NatSoil","301_DLR_240_1","07-06-1991",146.8706,-20.33,4
"NatSoil","301_DLR_241_1","07-06-1991",146.99,-20.3036,11
"NatSoil","301_DLR_242_1","07-06-1991",146.9794,-20.32,21
"NatSoil","301_DLR_243_1","07-06-1991",146.9611,-20.3344,3
"NatSoil","301_DLR_244_1","07-06-1991",146.9603,-20.3222,9
"NatSoil","301_DLR_2441_1","23-08-1994",145.7381,-19.5292,20
"NatSoil","301_DLR_245_1","17-06-1991",146.9919,-20.3739,8
"NatSoil","301_DLR_246_1","17-06-1991",147.0167,-20.3589,8
"NatSoil","301_DLR_247_1","17-06-1991",147.0431,-20.3042,20
"NatSoil","301_DLR_248_1","18-06-1991",147.0597,-20.25,8
"NatSoil","301_DLR_249_1","18-07-1991",147.0392,-20.2819,8
"NatSoil","301_DLR_25_1","27-06-1990",147.0853,-20.5931,20
"NatSoil","301_DLR_250_1","14-05-1991",146.3594,-20.2503,63
"NatSoil","301_DLR_251_1","14-05-1991",146.1583,-20.1486,29
"NatSoil","301_DLR_252_1","14-05-1991",145.8583,-20.2394,59
"NatSoil","301_DLR_253_1","15-05-1991",145.9886,-20.1608,63
"NatSoil","301_DLR_254_1","15-05-1991",146.2211,-20.5225,63
"NatSoil","301_DLR_255_1","16-06-1991",146.0622,-19.8358,29
"NatSoil","301_DLR_256_1","16-05-1991",145.9325,-19.7625,59
"NatSoil","301_DLR_257_1","16-05-1991",146.4475,-19.9789,63
"NatSoil","301_DLR_258_1","01-07-1991",146.4536,-20.1353,8
"NatSoil","301_DLR_26_1","27-06-1990",147.0736,-20.5722,18
"NatSoil","301_DLR_260_1","19-06-1991",146.3333,-20.0539,9
"NatSoil","301_DLR_261_1","19-06-1991",146.3503,-20.0589,9
"NatSoil","301_DLR_262_1","19-06-1991",146.3744,-20.0786,9
"NatSoil","301_DLR_263_1","19-06-1991",146.4369,-20.0992,20
"NatSoil","301_DLR_264_1","10-06-1991",146.3667,-20.1067,8
"NatSoil","301_DLR_265_1","19-06-1991",146.3592,-20.1158,9
"NatSoil","301_DLR_266_1","10-06-1991",146.3069,-20.0956,8
"NatSoil","301_DLR_267_1","20-06-1991",146.2933,-20.1508,8
"NatSoil","301_DLR_268_1","20-06-1991",146.31,-20.1836,8
"NatSoil","301_DLR_269_1","20-06-1991",146.3328,-20.2239,9
"NatSoil","301_DLR_27_1","28-06-1990",147.1042,-20.5611,24
"NatSoil","301_DLR_271_1","20-06-1991",146.3708,-20.2683,2
"NatSoil","301_DLR_272_1","20-06-1991",146.4014,-20.2964,7
"NatSoil","301_DLR_273_1","20-06-1991",146.4436,-20.2811,2
"NatSoil","301_DLR_274_1","20-06-1991",146.4658,-20.2364,8
"NatSoil","301_DLR_275_1","20-06-1991",146.5039,-20.1775,9
"NatSoil","301_DLR_276_1","20-06-1991",146.4642,-20.1828,9
"NatSoil","301_DLR_277_1","21-06-1991",146.4681,-20.2631,8
"NatSoil","301_DLR_278_1","20-06-1991",146.4997,-20.2614,9
"NatSoil","301_DLR_279_1","20-06-1991",146.5219,-20.2978,19
"NatSoil","301_DLR_28_1","28-06-1990",147.0306,-20.4639,19
"NatSoil","301_DLR_280_1","20-06-1991",146.5356,-20.3053,8
"NatSoil","301_DLR_281_1","20-06-1991",146.5106,-20.3156,9
"NatSoil","301_DLR_282_1","20-06-1991",146.4981,-20.3183,9
"NatSoil","301_DLR_283_1","07-01-1991",146.4828,-20.1242,9
"NatSoil","301_DLR_284_1","01-07-1991",146.5111,-20.1667,10
"NatSoil","301_DLR_285_1","01-07-1991",146.5425,-20.1758,9
"NatSoil","301_DLR_286_1","02-07-1991",146.5961,-20.2119,9
"NatSoil","301_DLR_288_1","02-07-1991",146.6592,-20.2619,8
"NatSoil","301_DLR_289_1","02-07-1991",146.6139,-20.3006,9
"NatSoil","301_DLR_29_1","28-06-1990",146.9583,-20.4444,27
"NatSoil","301_DLR_290_1","02-07-1991",146.5967,-20.3389,9
"NatSoil","301_DLR_292_1","02-07-1991",146.5803,-20.3639,9
"NatSoil","301_DLR_294_1","03-07-1991",146.645,-20.2994,10
"NatSoil","301_DLR_296_1","03-07-1991",146.6531,-20.3839,8
"NatSoil","301_DLR_297_1","03-07-1991",146.6667,-20.41,9
"NatSoil","301_DLR_298_1","03-07-1991",146.6558,-20.4647,8
"NatSoil","301_DLR_3_1","19-06-1990",146.6389,-19.9069,20
"NatSoil","301_DLR_30_1","28-06-1990",146.9681,-20.4361,26
"NatSoil","301_DLR_302_1","04-07-1991",146.4575,-20.0222,9
"NatSoil","301_DLR_303_1","04-07-1991",146.4894,-20.0431,10
